sample_id,package_total_power_W,layer_index,layer_id,bottom_plane_mean_temperature_K,top_plane_mean_temperature_K,top_minus_bottom_temperature_K,absolute_axial_temperature_drop_K,cv_mean_temperature_K,family_id,selection_bin
p1d_f07_low,10.0,4,silicon_die_lower,341.19522895839344,340.95817653152,-0.23705242687344708,0.23705242687344708,341.22006873573116,f07_2500_200,low
p1d_f07_low,10.0,5,tim_between_dies,340.95817653152,340.44919771583665,-0.5089788156833492,0.5089788156833492,340.8109935501402,f07_2500_200,low
p1d_f07_low,10.0,6,silicon_die_upper,340.44919771583665,339.9225990154433,-0.5265987003933219,0.5265987003933219,340.4404808814992,f07_2500_200,low
p1d_f07_low,10.0,7,tim_to_spreader,339.9225990154433,338.87728715379427,-1.0453118616490542,1.0453118616490542,339.5784329191034,f07_2500_200,low
p1d_f07_low,10.0,8,spreader,338.87728715379427,338.63705317000654,-0.24023398378773209,0.24023398378773209,338.7625881417819,f07_2500_200,low
p1d_f07_high,16.0,0,pcb_fr4_equivalent,327.1759668379122,355.45636616065207,28.280399322739868,28.280399322739868,340.7070618951246,f07_2500_200,high
p1d_f07_high,16.0,1,bt_substrate_with_vias,355.45636616065207,365.8509850309319,10.394618870279828,10.394618870279828,360.1437788975551,f07_2500_200,high
p1d_f07_high,16.0,2,silicon_interposer_tsv_0p1,365.8509850309319,365.8664468239605,0.015461793028578086,0.015461793028578086,365.8689409990521,f07_2500_200,high
p1d_f07_high,16.0,3,bump_underfill_under_interposer,365.8664468239605,365.93258419343726,0.06613736947679172,0.06613736947679172,365.9150089430216,f07_2500_200,high
p1d_f07_high,16.0,4,silicon_die_lower,365.93258419343726,365.55226093848574,-0.3803232549515201,0.3803232549515201,365.9521099761812,f07_2500_200,high
p1d_f07_high,16.0,5,tim_between_dies,365.55226093848574,364.7353628175941,-0.8168981208916648,0.8168981208916648,365.297589679234,f07_2500_200,high
p1d_f07_high,16.0,6,silicon_die_upper,364.7353628175941,363.8885623141781,-0.8468005034159773,0.8468005034159773,364.7047694094069,f07_2500_200,high
p1d_f07_high,16.0,7,tim_to_spreader,363.8885623141781,362.2074652419914,-1.6810970721867307,1.6810970721867307,363.32549266957204,f07_2500_200,high
p1d_f07_high,16.0,8,spreader,362.2074652419914,361.82214445009976,-0.3853207918916155,0.3853207918916155,362.02014102585855,f07_2500_200,high
