sample_id,group_id,split_role,full_field_cv_rmse_K,full_field_cv_relative_rmse,full_field_max_abs_error_K,max_abs_layer_average_error_K,max_abs_layer_drop_error_K
p1g_g005_t0_b0_p0,p1g_g005,train,0.5031702365062606,0.012994036855539418,3.511676820021364,0.4155748679714293,0.802186247042016
p1g_g005_t0_b0_p1,p1g_g005,train,0.7547553547503123,0.012994036855831491,5.267515230038896,0.6233623019580818,1.203279370523319
p1g_g005_t0_b1_p0,p1g_g005,train,1.1687596862049494,0.03451603985689931,7.752226302655629,0.3738631320183572,2.843103072960787
p1g_g005_t0_b1_p1,p1g_g005,train,1.7531395292544305,0.03451603985704528,11.6283394535929,0.5607946980306906,4.264654609294894
p1g_g005_t1_b0_p0,p1g_g005,train,0.45457597271571226,0.016229620058570333,3.516685474115377,0.42011674789938525,0.5798781353437334
p1g_g005_t1_b0_p1,p1g_g005,train,0.6818639590684485,0.016229620059017315,5.2750282111779825,0.6301751218505842,0.8698172029857005
p1g_g005_t1_b1_p0,p1g_g005,train,0.8990669700969417,0.03626774114626631,5.673858214632105,0.3893521140753933,2.0855815047708575
p1g_g005_t1_b1_p1,p1g_g005,train,1.3486004551077986,0.036267741146521884,8.510787321664054,0.5840281711161879,3.1283722570479995
p1g_g006_t0_b0_p0,p1g_g006,train,0.4689046357730879,0.012100155080327149,2.4956205717380726,0.47497014714042507,0.7851879625893616
p1g_g006_t0_b0_p1,p1g_g006,train,0.7033569536505224,0.0121001550805863,3.743430857601652,0.712455220712684,1.1777819438455026
p1g_g006_t0_b1_p0,p1g_g006,train,1.0904013613686019,0.03218140406602694,7.28073868941658,0.4295026766208707,2.7723478736111247
p1g_g006_t0_b1_p1,p1g_g006,train,1.6356020420033088,0.032181404066158534,10.921108033741177,0.6442540149355409,4.158521810274294
p1g_g006_t1_b0_p0,p1g_g006,train,0.42319737206905217,0.01509399488451843,2.50179752435389,0.47992123275918175,0.5925398736841885
p1g_g006_t1_b0_p1,p1g_g006,train,0.634796058097823,0.015093994884907345,3.7526962865261453,0.7198818491408474,0.8888098105291533
p1g_g006_t1_b1_p0,p1g_g006,train,0.8398286677310532,0.033848559761522616,5.323112497020645,0.44637181526644554,2.036917824462364
p1g_g006_t1_b1_p1,p1g_g006,train,1.259743001560917,0.033848559761744335,7.984668745242914,0.6695577229035621,3.055376736587789
p1g_g007_t0_b0_p0,p1g_g007,train,0.46976478972503755,0.012132164093204317,2.7574612680271002,0.5263686484598225,0.7206929221576956
p1g_g007_t0_b0_p1,p1g_g007,train,0.7046471845780087,0.012132164093457227,4.136191902042981,0.78955297269124,1.0810393832005047
p1g_g007_t0_b1_p0,p1g_g007,train,1.10271200195254,0.032568515441815146,6.144021363588649,0.48537115668233355,2.539197797236511
p1g_g007_t0_b1_p1,p1g_g007,train,1.6540680028785975,0.03256851544194811,9.216032045068005,0.7280567350269394,3.8087966957249364
p1g_g007_t1_b0_p0,p1g_g007,train,0.4231095949288321,0.015108244756557998,2.7638432634878995,0.5308331590652529,0.6698256787234413
p1g_g007_t1_b0_p1,p1g_g007,train,0.6346643923875994,0.015108244756950776,4.145764895232105,0.796249738599613,1.0047385180881747
p1g_g007_t1_b1_p0,p1g_g007,train,0.847042828803565,0.03417528562807991,4.506016191064248,0.5005776167066642,1.8639532966979004
p1g_g007_t1_b1_p1,p1g_g007,train,1.2705642431695374,0.03417528562831163,6.759024286365843,0.7508664250633501,2.795929944950501
